lang,label,sentence
fr,ovos-skill-wordnet.openvoiceos:definition.intent,pouvez-vous me dire ce que signifie sidéré
fr,common_query:common_query,quel est l'anniversaire de andré
fr,common_query:common_query,combien vaut axel toupane
fr,common_query:common_query,que vaut l'euro
fr,common_query:common_query,ou se situe la france
fr,common_query:common_query,cours actuel du dollar
fr,ovos-skill-wordnet.openvoiceos:definition.intent,subir des conséquences
fr,ovos-skill-wordnet.openvoiceos:definition.intent,conséquences sur les actions
fr,common_query:common_query,combien coûte une maison lambda
fr,ovos-skill-wordnet.openvoiceos:definition.intent,décrire un paresseux
fr,common_query:common_query,dis moi tout ce que tu sais sur les paresseux
fr,common_query:common_query,quel est l'anniversaire de dolly parton
fr,common_query:common_query,quelles sont les coordonnées de l'équateur
fr,common_query:common_query,un plus deux égale à combien
fr,common_query:common_query,si un crayon coûte quatre dollars et un livre coûte dix dollars combien je devrais payer si j'achète deux crayons et trois livres
fr,common_query:common_query,quel est le taux de change du dollar américain et de l'euro
fr,common_query:common_query,dis-moi quand mitterand est né
fr,common_query:common_query,quel est l'emplacement de la moldavie
fr,common_query:common_query,quelle est la taille de hulk hogan
fr,common_query:common_query,quel est le taux de change dans cette region
fr,common_query:common_query,en quelle année jean dujardin a-t-il commencé à jouer
fr,common_query:common_query,quel était l'anniversaire d'elvis presley
fr,common_query:common_query,un dollar équivaut à combien euro
fr,common_query:common_query,où jean dujardin vit actuellement
fr,common_query:common_query,où sont des montagnes rocheuses
fr,ovos-skill-wordnet.openvoiceos:definition.intent,donner des détails sur le sable de roche
fr,ovos-skill-wordnet.openvoiceos:definition.intent,décrire le sable de roche
fr,common_query:common_query,où se trouvent les pyramides
fr,common_query:common_query,afficher les détails géographiques des pyramides
fr,common_query:common_query,montrer la biographie de celine
fr,ovos-skill-wordnet.openvoiceos:definition.intent,s'il vous plaît dites-moi quelle est la définition de cylindre
fr,common_query:common_query,combien coûte la livre sterling britanique
fr,ovos-skill-wordnet.openvoiceos:definition.intent,définir la couverture
fr,ovos-skill-wordnet.openvoiceos:definition.intent,quelles sont les chaussures converse
fr,common_query:common_query,quels types de lunettes de soleil sont considérés comme des aviateurs
fr,common_query:common_query,rechercher la localité
fr,common_query:common_query,où est-ce que isabelle adjani est allée à l'université
fr,common_query:common_query,est-ce que anne lauvergeon porte des converse
fr,common_query:common_query,à quelle distance se trouve le canada de ma position actuelle
fr,common_query:common_query,répondre trois fois quatre
fr,common_query:common_query,combien vaut le dollar américain au canada
fr,common_query:common_query,dans quels films leila bekhti a-t-elle joué
fr,common_query:common_query,combien vaut le dollar américain par rapport à la livre sterling
fr,common_query:common_query,combien vaut euro par rapport au dollar américain
fr,common_query:common_query,détails sur la personne
fr,common_query:common_query,peux-tu calculer neuf plus deux
fr,ovos-skill-wordnet.openvoiceos:definition.intent,hé qu'est-ce qu'un livre
fr,common_query:common_query,parle moi de liège
fr,common_query:common_query,quel est le taux entre les pesos et le yen
fr,common_query:common_query,expliquer la situation géographique de inde
fr,common_query:common_query,quelle est la valeur nette de leonardo dicaprio
fr,common_query:common_query,quelle est la taille de nantes
fr,common_query:common_query,quelle est la superficie des états-unis
fr,common_query:common_query,de quelle couleur est un fruit du dragon
fr,common_query:common_query,où est né steve jobs
fr,ovos-skill-wordnet.openvoiceos:definition.intent,qu'est-ce qu'une hypothèse
fr,common_query:common_query,quelle est la réponse à l'univers
fr,common_query:common_query,combien de coquillages sally a t-elle vendu au bord de la mer
fr,common_query:common_query,dis-moi le métier de célébrité
fr,ovos-skill-wordnet.openvoiceos:definition.intent,définition de la vitesse
fr,common_query:common_query,quelle est la taille de l'empire state building
fr,common_query:common_query,quel est le point le plus profond de la terre
fr,ovos-skill-wordnet.openvoiceos:definition.intent,décrire le disque dur d'ordinateur
fr,common_query:common_query,quel océan touche à notre continent
fr,common_query:common_query,est-ce qu' angeline a un nouveau film cette année
fr,ovos-skill-wordnet.openvoiceos:definition.intent,qu'est-ce qu'un caftan
fr,common_query:common_query,trouver le taux de change pour euro à livre sterling
fr,common_query:common_query,quelle est la capitale du mexique
fr,common_query:common_query,où est mali
fr,common_query:common_query,quel a été le premier film de jacques audiard
fr,common_query:common_query,angèle a-t-elle un nouveau bébé
fr,common_query:common_query,taux de change de l'euro avec le dollar
fr,common_query:common_query,trouver un itinéraire
fr,common_query:common_query,quand le théâtre bolchoï a-t-il été construit
fr,ovos-skill-wordnet.openvoiceos:definition.intent,donnez-moi la description sur smartphone
fr,common_query:common_query,olly combien de réunions mahatma gandhi a-t-il entreprises
fr,common_query:common_query,qui est l'actuel premier ministre de la russie
fr,common_query:common_query,s'il vous plaît résume le dernier livre de baudelair les fleurs du mal
fr,common_query:common_query,où est né le mahatma gandhi
fr,common_query:common_query,quel est le prix du dollar
fr,common_query:common_query,prévenez-moi quand euro à dollar américain taux comme je m'y attendais
fr,common_query:common_query,trouve les détails géographiques de ce lieu
fr,common_query:common_query,parlez-moi de l'emplacement de l'inde
fr,common_query:common_query,quel est le plus grand volcan actif sur terre
fr,common_query:common_query,combien de temps faut-il pour voyager au japon depuis la corée du sud
fr,ovos-skill-wordnet.openvoiceos:definition.intent,donnez-moi la description d'un circuit de téléviseur
fr,ovos-skill-wordnet.openvoiceos:definition.intent,donne moi la description d'un circuit smartphone
fr,common_query:common_query,quelle est la population de paris
fr,common_query:common_query,le change de devise
fr,common_query:common_query,pendant combien d'années abraham lincoln a-t-il été président des états-unis
fr,common_query:common_query,est ce que bérénice bejo a quitté jean dujardin
fr,common_query:common_query,sur quel nouveau film catherine deneuve travaille-t-elle
fr,common_query:common_query,divisez deux cents par quatre
fr,common_query:common_query,taux de changes
fr,ovos-skill-wordnet.openvoiceos:definition.intent,décrire ce qu'est une sphère
fr,common_query:common_query,quelle est la population de la russie
fr,common_query:common_query,quel est le taux de change de l'euro et du dollar
fr,common_query:common_query,quelle est l'année de naissance de françois hollande
fr,ovos-skill-wordnet.openvoiceos:definition.intent,décris l'item xy
fr,common_query:common_query,quel est le passe-temps d'jérémie renier
fr,common_query:common_query,qui est le premier ministre de russie
fr,ovos-skill-wordnet.openvoiceos:definition.intent,ok google qu'est-ce qu'un président
fr,ovos-skill-wordnet.openvoiceos:definition.intent,qu'est ce qu est exactement un obturation en résine des dents
fr,ovos-skill-wordnet.openvoiceos:definition.intent,décrivez le jeu de cartes en pierre de coeur
fr,common_query:common_query,ok google où vit cécile de france
fr,common_query:common_query,ou habite élodie frenck
fr,common_query:common_query,c'est quoi l'euro à l'heure actuelle
fr,common_query:common_query,quelle est la capitale du kazakhstan
fr,common_query:common_query,divise soixante-seize en deux parties
fr,ovos-skill-wordnet.openvoiceos:definition.intent,donne moi la définition du mot pontificat
fr,common_query:common_query,taux de change dollar contre euro
fr,common_query:common_query,combien vaut le dollar par rapport à l' euro
fr,ovos-skill-wordnet.openvoiceos:definition.intent,comment décririez-vous une balle
fr,common_query:common_query,dis-moi le plus grand océan du monde
fr,common_query:common_query,quelle est la difference entre le calendrier romain et grégorien
fr,common_query:common_query,quelle est la composition de la chaise
fr,common_query:common_query,quelle est la balade préférée bieber
fr,common_query:common_query,comparer chez les gens
fr,common_query:common_query,qu'est-ce qu'un filtre à densité neutre et est-ce que je voudrais un filtre dégradé ou un filtre solide aussi qui serait mieux dans le style entre la vis sur un et les carrés
fr,ovos-skill-wordnet.openvoiceos:definition.intent,pourriez-vous m'expliquer le sens de exorbitant s'il vous plaît
fr,common_query:common_query,quel est le taux de change avec une livre sterling
fr,common_query:common_query,quelles sont les conditions climatiques dans cette région
fr,ovos-skill-wordnet.openvoiceos:definition.intent,la signification de
fr,common_query:common_query,quel est l'état le moins sujet aux tornades de tous les états-unis
fr,ovos-skill-wordnet.openvoiceos:definition.intent,s'il te plaît décris cet objet pour moi
fr,common_query:common_query,dans quel domaine cette personne excelle
fr,common_query:common_query,où est né le président grévy
fr,common_query:common_query,quand est le prochain album de mark lanegan
fr,common_query:common_query,informez-moi sur le taux de change de la roupie en euro
fr,common_query:common_query,dites-moi les informations sur la géographie de l'inde
fr,common_query:common_query,j'ai besoin de détails sur bruce lee s'il vous plaît aider
fr,common_query:common_query,quel est le taux de change en vigueur entre états-unis et le roupie indienne
fr,ovos-skill-wordnet.openvoiceos:definition.intent,iphone sept description
fr,common_query:common_query,quel est le prochain film de denzel washington
fr,ovos-skill-wordnet.openvoiceos:definition.intent,que signifie la situation
fr,common_query:common_query,combien vaut un dollar américain en angleterre
fr,common_query:common_query,quel âge a william shatner
fr,common_query:common_query,combien coûte un dollar en pounds
fr,common_query:common_query,olly où commencent les montagnes rocheuses
fr,common_query:common_query,quel pôle est le plus froid sud ou nord
fr,common_query:common_query,quel âge a celine dion nouveau petit ami
fr,common_query:common_query,des infos sur natasha nice s'il vous plait
fr,common_query:common_query,olly où est ce que les premiers américains s' étaient installés t
fr,ovos-skill-wordnet.openvoiceos:definition.intent,trouver une description sur un téléviseur samsung
fr,common_query:common_query,rechercher le nombre de personnes vivant à lyon
fr,common_query:common_query,dans quelle région se trouve paris
fr,common_query:common_query,siri s'il te plaît vérifie les taux de change
fr,common_query:common_query,combien d'euros puis-je obtenir pour un dollar
fr,ovos-skill-wordnet.openvoiceos:definition.intent,définir le orateur
fr,ocp:play,j'aimerais écouter ne me quitte pas de jacques brel
fr,ocp:play,jouer moi jacques brel ne me quitte pas
fr,ocp:play,joue ne me quitte pas
fr,ocp:play,jouer la chanson ne me quitte pas
fr,ocp:play,joue un peu de jaques brel
fr,ocp:play,j'aime écouter le jazz
fr,ocp:play,olly j'aime écouter le jazz
fr,ocp:play,olly death metal maintenant
fr,ocp:play,joue à chopin
fr,ocp:play,jouer une chanson de mes favoris
fr,ocp:play,je voudrais écouter de la musique pop s'il te plaît
fr,ocp:play,joue ma chanson préférée
fr,ocp:play,jouer la chanson immédiatement
fr,ocp:play,je veux écouter ne me quitte pas jacques brel
fr,ocp:play,olly joue des chansons de ma playlist
fr,ocp:play,s'il te plaît fais-moi écouter ne me quitte pas
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,peux-tu trouver une blague sur les animaux pour moi
fr,ocp:play,je veux écouter jacques brel maintenant
fr,ocp:play,joue des chansons du genre soul et rnb
fr,ocp:play,boogie in your butt par eddie murphy
fr,ocp:play,ok google joue de la musique
fr,ocp:play,joue de la musique de mon artiste préféré
fr,ocp:play,jouer ne me quitte pas par jacques brel maintenant
fr,ocp:play,je veux écouter la chanson ne me quitte pas de jacques brel
fr,ocp:play,s'il vous plaît jouer la chanson ne me quitte pas
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,trouve-moi la meilleure blague toc toc sur internet
fr,ocp:play,trouve et liste toutes les chansons de céline dion et jour-les toutes sans mélanger
fr,ocp:play,fais une playlist de toutes les chansons d'eminem et joue avec répétition
fr,ocp:play,mettre la musique
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,recherche de nouvelles blagues
fr,ocp:play,je veux écouter du soft rock
fr,ocp:play,je veux écouter de la musique up beat
fr,ocp:play,joue les top dix du billboard
fr,ocp:play,jouer quelque chose de pop pour moi
fr,ocp:play,joue de la musique de la playlist
fr,ocp:play,joue jacques brel
fr,ocp:play,jouer michael jackson
fr,ocp:play,jouer mes chansons les plus écoutées
fr,ocp:play,va sur youtube et joue-moi les meilleures chansons de mariage
fr,ocp:play,joue de la musique
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,une blague amusante
fr,ocp:play,s'il te plait fais du rap
fr,ocp:play,joue-moi une nouvelle reprise de lorie pester
fr,ocp:play,ecoutons la chanson de country non celui de western
fr,ocp:play,jouer ma playlist utilisée dernièrement
fr,ocp:play,joue de la pop
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,hé partagez-moi une blague pour me faire plaisir
fr,ocp:play,mets la musique de jacques brel
fr,ocp:play,joue mes chansons pop les mieux notées s'il te plaît
fr,ocp:play,je veux écouter love me
fr,ocp:play,je veux écouter certain modern rock
fr,ocp:play,je veux écouter quelques musiques et si tu jouais ma playlist d'entraînement
fr,ocp:play,ouvre la playlist
fr,ocp:play,je veux écouter du rock
fr,ocp:play,ok google joue de la musique rock
fr,ocp:play,joue de la musique de style jazz
fr,ocp:play,le jouet suivant ne me quitte pas
fr,ocp:play,joue ma playlist de country
fr,ocp:play,jouer ma deuxième playlist
fr,ocp:play,joue s'il te plaît ma chanson préférée de jacques brel
fr,ocp:play,jouer le prochain musique
fr,ocp:play,joue une musique
fr,ocp:play,joue-moi de la musique
fr,ocp:play,joue de la liste de lecture de musique classique
fr,ocp:play,fais jouer cette chanson ensuite
fr,ocp:play,siri mets ma playlist pop
fr,ocp:play,jouer une playlist romantique
fr,ocp:play,mets la musique de phoenix
fr,ocp:play,joue quelque chose de romantique
fr,ocp:play,joue le quatrième album de daft punk
fr,ocp:play,je veux écouter ma liste de lecture vas-tu la jouer maintenant
fr,ocp:play,olly mets ne me quitte pas de jacques brel
